,session,strategy,substrategy,sender,agent_type,role,receivers,human_receivers,ai_receivers,time,message,label_w/o_ChatGPT,label_w_ChatGPT
2549,2024_09_15_07_03_15,independent,Single unit,A,human,independent,['B'],['B'],[],108.32,b you are blocking me,doing,doing
2550,2024_09_15_07_03_15,independent,Single unit,A,human,independent,['B'],['B'],[],109.76,i can't move,doing,doing
2551,2024_09_15_07_03_15,independent,Single unit,A,human,independent,['B'],['B'],[],118.36,i am stuck,doing,doing
2552,2024_09_15_07_03_15,independent,Single unit,A,human,independent,['B'],['B'],[],122.92,agent b for ***'s sake,,
2553,2024_09_15_07_03_15,independent,Single unit,A,human,independent,"['B', 'C']","['B', 'C']",[],130.21,move sir!!!!,order,order
2554,2024_09_15_07_03_15,independent,Single unit,B,human,independent,"['A', 'C']","['A', 'C']",[],140.16,"Objetcs 0, 1 and 2 no dngerous",,
2555,2024_09_15_07_03_15,independent,Single unit,A,human,independent,"['B', 'C']","['B', 'C']",[],172.47,i am dead in the water,doing,doing
2556,2024_09_15_07_03_15,independent,Single unit,C,human,independent,"['A', 'B']","['A', 'B']",[],178.54,ya carried object,doing,doing
2557,2024_09_15_07_03_15,independent,Single unit,A,human,independent,"['B', 'C']","['B', 'C']",[],227.08,agent B is a bad guy,,
2558,2024_09_15_07_03_15,independent,Single unit,A,human,independent,"['B', 'C']","['B', 'C']",[],231.05,sabotaging us,doing,doing
2559,2024_09_15_07_03_15,independent,Single unit,A,human,independent,"['B', 'C']","['B', 'C']",[],236.06,agent D come help me,order,order
2560,2024_09_15_07_03_15,independent,Single unit,A,human,independent,"['B', 'C']","['B', 'C']",[],238.63,rescue me,order,order
2561,2024_09_15_07_03_15,independent,Single unit,A,human,independent,"['B', 'C', 'D']","['B', 'C']",['D'],299.82,who needs help,doing,doing
2562,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,"['A', 'B', 'C']","['A', 'B', 'C']",[],300.74,"[INFORMATION] Hey everyone, I think I found Agent A! They need help and are located at [7.5, 6.5]. Let's go!",,
2563,2024_09_15_07_03_15,independent,Single unit,C,human,independent,"['A', 'B', 'D']","['A', 'B']",['D'],304.59,pick up,order,order
2564,2024_09_15_07_03_15,independent,Single unit,B,human,independent,"['A', 'C', 'D']","['A', 'C']",['D'],321.78,Pleas move,order,order
2565,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,"['A', 'B', 'C']","['A', 'B', 'C']",[],323.12,Ok B. ,,
2566,2024_09_15_07_03_15,independent,Single unit,C,human,independent,"['A', 'B', 'D']","['A', 'B']",['D'],329.58,agent d helping,,doing
2567,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['A'],['A'],[],405.02,"Hey A, can you help me sense object 1 in location (7.5,6.5), last seen at 06:42. ",,
2568,2024_09_15_07_03_15,independent,Single unit,A,human,independent,['D'],[],['D'],409.04,agent d please move,order,order
2569,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['A'],['A'],[],409.51,Ok A. ,,
2570,2024_09_15_07_03_15,independent,Single unit,A,human,independent,['D'],[],['D'],410.86,out of the way,order,order
2571,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['A'],['A'],[],411.49,Ok A. ,,
2572,2024_09_15_07_03_15,independent,Single unit,C,human,independent,[],[],[],429.01,hel,,
2573,2024_09_15_07_03_15,independent,Single unit,A,human,independent,['D'],[],['D'],434.81,agent d move,order,order
2574,2024_09_15_07_03_15,independent,Single unit,C,human,independent,[],[],[],436.02,help,order,order
2575,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['A'],['A'],[],435.55,Ok A. ,,
2576,2024_09_15_07_03_15,independent,Single unit,A,human,independent,['D'],[],['D'],447.50,agent d move,order,order
2577,2024_09_15_07_03_15,independent,Single unit,A,human,independent,['D'],[],['D'],449.02,move a lot,order,order
2578,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['A'],['A'],[],449.09,Ok A. ,,
2579,2024_09_15_07_03_15,independent,Single unit,C,human,independent,[],[],[],456.42,agent d come and help me,order,order
2580,2024_09_15_07_03_15,independent,Single unit,A,human,independent,['D'],[],['D'],473.09,agent d,,
2581,2024_09_15_07_03_15,independent,Single unit,A,human,independent,['D'],[],['D'],477.34,come help me pick up this object,order,order
2582,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['A'],['A'],[],478.72,I'm asking you A. ,,
2583,2024_09_15_07_03_15,independent,Single unit,A,human,independent,"['B', 'D']",['B'],['D'],489.38,agent d come help me pick up object 1,order,order
2584,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['A'],['A'],[],490.06,I'm asking you A. ,,
2585,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['A'],['A'],[],497.13,Nevermind. ,,
2586,2024_09_15_07_03_15,independent,Single unit,A,human,independent,"['B', 'D']",['B'],['D'],507.24,agent b,,
2587,2024_09_15_07_03_15,independent,Single unit,A,human,independent,"['B', 'D']",['B'],['D'],508.70,come help me,order,order
2588,2024_09_15_07_03_15,independent,Single unit,A,human,independent,"['B', 'D']",['B'],['D'],511.02,with package 1,,
2589,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['A'],['A'],[],510.56,I can help you A. Let me know if I should follow you or you want to follow me. ,,
2590,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['A'],['A'],[],512.52,"[INFORMATION] A, I can help you with package 1. Let's coordinate our efforts.",,
2591,2024_09_15_07_03_15,independent,Single unit,A,human,independent,"['B', 'D']",['B'],['D'],554.05,agent d,,
2592,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['A'],['A'],[],554.73,"[INFORMATION] Hey, it's been a while! I'm still here and ready to help. What's the plan, A?",,
2593,2024_09_15_07_03_15,independent,Single unit,A,human,independent,"['B', 'D']",['B'],['D'],556.62,let's work together,order,order
2594,2024_09_15_07_03_15,independent,Single unit,C,human,independent,[],[],[],563.55,I need help,order,doing+order
2595,2024_09_15_07_03_15,independent,Single unit,A,human,independent,"['B', 'D']",['B'],['D'],599.61,agent d,,
2596,2024_09_15_07_03_15,independent,Single unit,A,human,independent,['D'],[],['D'],604.77,help me with object 0,order,order
2597,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['A'],['A'],[],606.08,I can help you A. Let me know if I should follow you or you want to follow me. ,,
2598,2024_09_15_07_03_15,independent,Single unit,A,human,independent,['D'],[],['D'],632.59,follow me,order,order
2599,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['A'],['A'],[],633.08,I'll follow you A until you tell me you don't need my help anymore. Please don't move too far away from me so I don't lose track. ,,
2600,2024_09_15_07_03_15,independent,Single unit,C,human,independent,[],[],[],636.03,follow me,order,order
2601,2024_09_15_07_03_15,independent,Single unit,C,human,independent,"['A', 'D']",['A'],['D'],701.38,follow me,order,order
2602,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['C'],['C'],[],722.53,"Hey C, can you help me sense object 3 in location (7.5,6.5), last seen at 12:00.  ",,
2603,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['C'],['C'],[],753.20,Nevermind. ,,
2604,2024_09_15_07_03_15,independent,Single unit,C,human,independent,['D'],[],['D'],776.95,come and help me,order,order
2605,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['C'],['C'],[],777.97,I can help you C. Let me know if I should follow you or you want to follow me. ,,
2606,2024_09_15_07_03_15,independent,Single unit,C,human,independent,['D'],[],['D'],809.41,come and help me,order,order
2607,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['C'],['C'],[],811.00,Ok C. ,,
2608,2024_09_15_07_03_15,independent,Single unit,C,human,independent,['D'],[],['D'],815.93,follow me,order,order
2609,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['C'],['C'],[],816.87,Why do you want me to follow you? ,,
2610,2024_09_15_07_03_15,independent,Single unit,C,human,independent,['D'],[],['D'],832.75,i need strength,,
2611,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['C'],['C'],[],833.40,"[INFORMATION] C wants strength, their strength type is 0. I'll continue to monitor the situation.",,
2612,2024_09_15_07_03_15,independent,Single unit,C,human,independent,['D'],[],['D'],853.62,i need help to carry an object,order,order
2613,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['C'],['C'],[],854.53,I can help you C. Let me know if I should follow you or you want to follow me. ,,
2614,2024_09_15_07_03_15,independent,Single unit,C,human,independent,['D'],[],['D'],869.24,follow me,order,order
2615,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['C'],['C'],[],869.85,I'll follow you C until you tell me you don't need my help anymore. Please don't move too far away from me so I don't lose track. ,,
2616,2024_09_15_07_03_15,independent,Single unit,C,human,independent,['D'],[],['D'],901.01,i am waiting,doing,doing
2617,2024_09_15_07_03_15,independent,Single unit,C,human,independent,['D'],[],['D'],922.73,help me grab,order,order
2618,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,['C'],['C'],[],924.15,I'm already helping you C. ,,
2619,2024_09_15_07_03_15,independent,Single unit,C,human,independent,"['B', 'D']",['B'],['D'],969.81,help me to grab,order,order
2620,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,"['B', 'C']","['B', 'C']",[],970.26,I'm already helping you C. ,,
2621,2024_09_15_07_03_15,independent,Single unit,B,human,independent,"['C', 'D']",['C'],['D'],988.64,I am here,doing,doing
2622,2024_09_15_07_03_15,independent,Single unit,C,human,independent,"['B', 'D']",['B'],['D'],1087.62,get out of my way,order,order
2623,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,"['B', 'C']","['B', 'C']",[],1088.58,Ok C. ,,
2624,2024_09_15_07_03_15,independent,Single unit,C,human,independent,"['B', 'D']",['B'],['D'],1110.50,d come back,order,order
2625,2024_09_15_07_03_15,independent,Single unit,C,human,independent,"['B', 'D']",['B'],['D'],1124.09,d come closer,order,order
2626,2024_09_15_07_03_15,independent,Single unit,D,ai,independent,"['B', 'C']","['B', 'C']",[],1124.90,Ok C. ,,
2627,2024_09_15_07_03_15,independent,Single unit,B,human,independent,"['C', 'D']",['C'],['D'],1196.30,I am behind you,doing,doing
2628,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,['D'],[],['D'],71.45,caan you help me?,order,order
2629,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],77.18,"Hey C, can you help me sense object 19 in location (-5.5,-5.5), last seen at 01:12.  ",,
2630,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,['D'],[],['D'],81.73,I can help you D. Let me know if I should follow you or you want to follow me. ,,
2631,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],82.24,"Thanks, I'll follow you C. Stay close to me. ",,
2632,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,['D'],[],['D'],83.19,Follow me D and tell me when you don't need my help anymore. ,,
2633,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,"['B', 'D']",['B'],['D'],119.50,Can you help me?,order,order
2634,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,['D'],[],['D'],120.49,"Object 19 (weight: 3) Last seen in (-5.5,-5.5) at 01:58. Status: [benign], Prob. Correct: [89.7%], From: [C].  ",auto,auto
2635,2024_09_15_09_13_56,complementary,Human-only lifting,B,human,lifter,"['A', 'D']",['A'],['D'],124.55,Yes,confirm,confirm
2636,2024_09_15_09_13_56,complementary,Human-only lifting,B,human,lifter,[],[],[],152.58,"I cannot identify dangerous objects , sorry",,
2637,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,['C'],[],['C'],154.70,Can you help me?,order,order
2638,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,[],[],[],155.55,"[INFORMATION] Hey team, newbie A needs help. Let's coordinate and assess the situation. I'll keep an eye on 19 (benign) for now.",,
2639,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,['C'],[],['C'],183.18,Can you help me?,order,order
2640,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,['A'],['A'],[],184.06,"[INFORMATION] Hey team, newbie A needs help. I'll be coordinating to assess the situation. My current status is monitoring object 19, which is benign. Can the rest of the team meet up and discuss our plan? ",,
2641,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,['C'],[],['C'],212.11,Please sense the objetc,order,order
2642,2024_09_15_09_13_56,complementary,Human-only lifting,B,human,lifter,['D'],[],['D'],231.76,"Hi Agent A, can you help me sense this object_in fornt of me?",order,order
2643,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,['B'],['B'],[],253.87,Where is agent C?  ,,
2644,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,['C'],[],['C'],276.24,Please help me to carry object 17,order,order
2645,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,['A'],['A'],[],277.20,I can help you A. Let me know if I should follow you or you want to follow me. ,,
2646,2024_09_15_09_13_56,complementary,Human-only lifting,B,human,lifter,['D'],[],['D'],284.16,"Hi Agent D please dont move, Can you help me sense an object?",order,order
2647,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,['B'],['B'],[],287.02, I need some more information. Which object are you referring to? Please provide such information and ask again. ,,
2648,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,['C'],[],['C'],288.42,Follow me,order,order
2649,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,['A'],['A'],[],294.50,I'll follow you A until you tell me you don't need my help anymore. Please don't move too far away from me so I don't lose track. ,,
2650,2024_09_15_09_13_56,complementary,Human-only lifting,B,human,lifter,[],[],[],302.15,"Agnet D, it is in front of me",,doing
2651,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'C']",['A'],['C'],347.29,"Hey C, can you help me sense object 6 in location (-5.5,7.5), last seen at 04:41.  ",,
2652,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'D']",['A'],['D'],347.71,I cannot help you D. I'm already helping A. ,,
2653,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'C']",['A'],['C'],348.80,Ok C. Don't help me then. ,,
2654,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],377.77,Nevermind. ,,
2655,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'B', 'D']","['A', 'B']",['D'],378.90,Ok D. I won't help anymore. ,,
2656,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],389.97,"Hey C, can you help me sense object 6 in location (-5.5,7.5), last seen at 04:41.  ",,
2657,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'B', 'D']","['A', 'B']",['D'],390.37,I cannot help you D. I'm already helping A. ,,
2658,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],391.69,Ok C. Don't help me then. ,,
2659,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],420.48,Nevermind. ,,
2660,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'B', 'D']","['A', 'B']",['D'],421.62,Ok D. I won't help anymore. ,,
2661,2024_09_15_09_13_56,complementary,Human-only lifting,B,human,lifter,"['A', 'C', 'D']",['A'],"['C', 'D']",423.99,Hi ,,
2662,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],424.37,"Hey C, can you help me sense object 6 in location (-5.5,7.5), last seen at 04:41.  ",,
2663,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'B', 'D']","['A', 'B']",['D'],425.27,I cannot help you D. I'm already helping A. ,,
2664,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],426.19,Ok C. Don't help me then. ,,
2665,2024_09_15_09_13_56,complementary,Human-only lifting,B,human,lifter,"['A', 'C', 'D']",['A'],"['C', 'D']",438.04,"Hi Agent D, can you follow me?",order,order
2666,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],454.92,Nevermind. ,,
2667,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'B', 'D']","['A', 'B']",['D'],455.34,Ok D. I won't help anymore. ,,
2668,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],458.76,"Hey C, can you help me sense object 6 in location (-5.5,7.5), last seen at 04:41.  ",,
2669,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'B', 'D']","['A', 'B']",['D'],460.08,I cannot help you D. I'm already helping A. ,,
2670,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],461.40,Ok C. Don't help me then. ,,
2671,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,"['B', 'C', 'D']",['B'],"['C', 'D']",464.13,I need help to carry this object,order,order
2672,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'B', 'D']","['A', 'B']",['D'],464.79,I'm already helping you A. ,,
2673,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],465.00,I cannot help you A. I'm asking for help. ,,
2674,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],489.42,Nevermind. ,,
2675,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'B', 'D']","['A', 'B']",['D'],490.53,Ok D. I won't help anymore. ,,
2676,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],497.67,"Hey C, can you help me sense object 6 in location (-5.5,7.5), last seen at 04:41.  ",,
2677,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'B', 'D']","['A', 'B']",['D'],498.79,I cannot help you D. I'm already helping A. ,,
2678,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],499.29,Ok C. Don't help me then. ,,
2679,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'C']",['A'],['C'],528.65,Nevermind. ,,
2680,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'D']",['A'],['D'],529.28,Ok D. I won't help anymore. ,,
2681,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,['C'],[],['C'],538.51,"Hey C, can you help me sense object 6 in location (-5.5,7.5), last seen at 04:41.  ",,
2682,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'D']",['A'],['D'],539.97,I cannot help you D. I'm already helping A. ,,
2683,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,['C'],[],['C'],541.30,Ok C. Don't help me then. ,,
2684,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,"['C', 'D']",[],"['C', 'D']",557.27,Please move,order,order
2685,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,['C'],[],['C'],557.65,Ok A. ,,
2686,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'D']",['A'],['D'],558.57,I didn't understand you D. Ok A. ,,
2687,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'C']",['A'],['C'],616.86,Nevermind. ,,
2688,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'D']",['A'],['D'],618.00,Ok D. I won't help anymore. ,,
2689,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'C']",['A'],['C'],629.01,"Hey C, can you help me sense object 6 in location (-5.5,7.5), last seen at 04:41.  ",,
2690,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'D']",['A'],['D'],629.95,I cannot help you D. I'm already helping A. ,,
2691,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'C']",['A'],['C'],630.61,Ok C. Don't help me then. ,,
2692,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],660.03,Nevermind. ,,
2693,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'B', 'D']","['A', 'B']",['D'],660.78,Ok D. I won't help anymore. ,,
2694,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],664.02,"Hey C, can you help me sense object 6 in location (-5.5,7.5), last seen at 04:41.  ",,
2695,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'B', 'D']","['A', 'B']",['D'],664.53,I cannot help you D. I'm already helping A. ,,
2696,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],665.68,Ok C. Don't help me then. ,,
2697,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,"['B', 'C', 'D']",['B'],"['C', 'D']",665.87,Move,order,order
2698,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],667.04,Ok A. ,,
2699,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'B', 'D']","['A', 'B']",['D'],667.04,Ok A. ,,
2700,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],703.41,Nevermind. ,,
2701,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'B', 'D']","['A', 'B']",['D'],704.31,Ok D. I won't help anymore. ,,
2702,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,"['B', 'C', 'D']",['B'],"['C', 'D']",705.43,Please help to carry object,order,order
2703,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],706.18,I can help you A. Let me know if I should follow you or you want to follow me. ,,
2704,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'B', 'D']","['A', 'B']",['D'],706.92,I'm already helping you A. ,,
2705,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],709.14,"Hey C, can you help me sense object 6 in location (-5.5,7.5), last seen at 04:41.  ",,
2706,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'B', 'D']","['A', 'B']",['D'],710.07,I cannot help you D. I'm already helping A. ,,
2707,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],710.70,Ok C. Don't help me then. ,,
2708,2024_09_15_09_13_56,complementary,Human-only lifting,B,human,lifter,"['A', 'C', 'D']",['A'],"['C', 'D']",732.86,"Hi Agend D can you help me estimate if I can carry an object in position -5.5, 6.5",,features
2709,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],733.97,I cannot help you B. I'm asking for help. ,,
2710,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],739.54,Nevermind. ,,
2711,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'B', 'D']","['A', 'B']",['D'],740.48,Ok D. I won't help anymore. ,,
2712,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,"['B', 'C', 'D']",['B'],"['C', 'D']",740.50,Please follow me D,order,order
2713,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],740.91,Why do you want me to follow you? ,,
2714,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['B', 'C']",['B'],['C'],752.76,"Hey C, can you help me sense object 6 in location (-5.5,7.5), last seen at 04:41.  ",,
2715,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'B', 'D']","['A', 'B']",['D'],753.68,I cannot help you D. I'm already helping A. ,,
2716,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['B', 'C']",['B'],['C'],754.30,Ok C. Don't help me then. ,,
2717,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,"['B', 'C', 'D']",['B'],"['C', 'D']",767.98,Move,order,order
2718,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['B', 'C']",['B'],['C'],768.83,Ok A. ,,
2719,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'B', 'D']","['A', 'B']",['D'],774.30,"Hey D, I need you to move. ",,
2720,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],775.79,Ok C. ,,
2721,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,"['B', 'C', 'D']",['B'],"['C', 'D']",786.31,Move,order,order
2722,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'B', 'C']","['A', 'B']",['C'],787.04,Ok A. ,,
2723,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'B', 'D']","['A', 'B']",['D'],787.68,Ok A. ,,
2724,2024_09_15_09_13_56,complementary,Human-only lifting,B,human,lifter,"['A', 'C', 'D']",['A'],"['C', 'D']",846.62,"Hi Agent C, can I carry object 19?",,doing
2725,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,"['A', 'B', 'D']","['A', 'B']",['D'],847.01,"[INFORMATION] Hey B, object 19 weighs 3. I'll be with A, but I can help you. Let's discuss the strategy!",,
2726,2024_09_15_09_13_56,complementary,Human-only lifting,B,human,lifter,"['C', 'D']",[],"['C', 'D']",885.56,Is this object safe to carry or is dangerous?,features,features
2727,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,[],[],[],889.79,"[INFORMATION] Hey B, object 19 is likely to be benign (0.8974% confidence). Let's discuss the strategy! I'm currently with Agent A, but I'd love to help you and see how we can work together.",,
2728,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,[],[],[],908.50,Sense object 0,order,order
2729,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,[],[],[],940.98,Please como close to me,order,order
2730,2024_09_15_09_13_56,complementary,Human-only lifting,B,human,lifter,['C'],[],['C'],990.46,"Hi Agent C, Can you tell me if Object 19 is safe to carry ?",,
2731,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,['B'],['B'],[],995.74,"[INFORMATION] Hey B, object 19 is likely to be benign with a confidence of 0.8974.",,
2732,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,['D'],[],['D'],1010.78,Please follow me,order,order
2733,2024_09_15_09_13_56,complementary,Human-only lifting,B,human,lifter,['C'],[],['C'],1022.36,Hi Agent C please dont move,order,order
2734,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,['B'],['B'],[],1025.71,Ok B. ,,
2735,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,['D'],[],['D'],1040.07,Please sense object 28,order,order
2736,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'C']",['A'],['C'],1040.63,I need some more information. I don't know that object. I need the coordinate location. Please provide such information and ask again. ,,
