id,group_size,message,annotator_a,annotator_b,annotator_c,annotator_d,ChatGPT,merged_label_w_ChatGPT,merged_label_w/o_ChatGPT
2125,1,Hey b what's your opinion on object 16,['order'],"['why', '*']","['order', 'features']",['features'],['why'],,
2107,1,Let's all individually try to sense all objects,['doing'],['order'],['order'],['order'],['order'],order,order
2098,1,"B I need help sense Object 0 (weight: 3) Last seen in (6.5,7.5) at 18:38.  ",['order'],"['order', 'features']",['order'],['order'],"['order', 'features']",order,order
2090,1,C I need help sense an object,['order'],"['order', 'why']",['order'],['order'],['order'],order,order
2078,1,Hi D help me carry an object,['order'],['order'],['order'],['order'],['order'],order,order
2053,1,D can you help me carry an object,['order'],['order'],['order'],['order'],['order'],order,order
2052,1,follow me C,['order'],['order'],['order'],['order'],['order'],order,order
2031,1,"B Can you sense Object 3 (weight: 3) Last seen in (8.5,7.5) at 09:30.",['order'],['order'],['order'],['order'],"['order', 'features']",order,order
2030,1,"Can you sense Object 3 (weight: 3) Last seen in (8.5,7.5) at 09:30.  ",['order'],['order'],['order'],['order'],"['order', 'features']",order,order
2015,1,"C help me sense Object 8 (weight: 3) Last seen in (-6.5,8.5) at 06:20.  ",['order'],['order'],['order'],['order'],"['order', 'features']",order,order
1996,1,Help me sense an object C,['order'],['order'],['order'],['order'],['order'],order,order
1994,1,"Hey C, can you help me sense object 18 ",['order'],['order'],['order'],['order'],['order'],order,order
1991,1,Hi C can you sense object 17 for me,['order'],['order'],['order'],['order'],['order'],order,order
1989,1,Hi can you sense object 17 for me,['order'],['order'],['order'],['order'],['order'],order,order
1985,1,Hi C can you help me sense object 17?,['order'],['order'],['order'],['order'],['order'],order,order
1977,1,"Hey B, can you help me sense object 7",['order'],['order'],['order'],['order'],['order'],order,order
1972,1,C can you help me sense an object,['order'],['order'],['order'],['order'],['order'],order,order
1930,1,oreder complete,['confirm'],['confirm'],['confirm'],['confirm'],['confirm'],confirm,confirm
1899,1,I will go sense object 0,['doing'],['doing'],['doing'],['doing'],['doing'],doing,doing
1868,1,I will collect object 5,['doing'],['doing'],['doing'],['doing'],['doing'],doing,doing
1866,1,"Understood, D",['confirm'],['confirm'],['confirm'],['confirm'],['confirm'],confirm,confirm
1830,1,Finished,['doing'],['confirm'],['confirm'],['confirm'],['confirm'],confirm,confirm
1816,1,Okay D,['confirm'],['confirm'],['confirm'],['confirm'],['confirm'],confirm,confirm
1812,1,I think we need to carry object 4,['doing'],['doing'],['make-safe'],['features'],['doing'],doing,
1808,1,"C, go to (7.5,5.5)",['order'],['order'],['order'],['order'],['order'],order,order
1805,1,"A, can you ask them to follow you?",['order'],"['order', 'doing']",['order'],['order'],['order'],order,order
1800,1,"C, and D, follow B",['order'],['order'],['order'],['order'],['order'],order,order
1798,1,"go, w'll follow you ",['confirm'],['doing'],"['order', 'doing']",['doing'],['order'],doing,doing
1789,1,"C and D, share information about 4",['order'],['order'],['order'],"['order', 'features']",['order'],order,order
1788,1,"What do you think about object 4, C and D?",['features'],"['why', '*']","['order', 'features']",['features'],['why'],features,features
1778,1,"D, go to the origin",['order'],['order'],['order'],['order'],['order'],order,order
1776,1,"C, follow me to carry objec t3",['order'],['order'],['order'],['order'],['order'],order,order
1773,1,"D, follow me to help me carry object 3",['order'],"['order', 'why']","['order', 'why']",['order'],['order'],order,order
1771,1,"D, please follow me",['order'],['order'],['order'],['order'],['order'],order,order
1764,1,"D, do it",['order'],['order'],['order'],['order'],['order'],order,order
1762,1,A and B are with you ,['doing'],['doing'],['confirm'],['doing'],['confirm'],doing,doing
1761,1,"Follow me, I will carry obejc t 3",['doing'],"['order', 'why']",['order'],['order'],"['order', 'doing']",order,order
1755,1,"A and C, please help me carry it",['order'],['order'],['order'],['order'],['order'],order,order
1753,1,We should carry object 3,['doing'],['doing'],"['order', 'make-safe']",['doing'],['doing'],doing,doing
1750,1,"C, what is the dangerous status of object 3?",['features'],['dangerous'],['features'],['features'],"['dangerous', 'why']",features,features
1741,1,is it benign or dangrous?,['features'],['safe'],['features'],['features'],"['dangerous', 'safe']",features,features
1739,1,"C, can you sense obejct3?",['order'],['order'],['order'],['order'],['order'],order,order
1735,1,"B, help D to carry object 3",['order'],['order'],"['order', 'why']",['order'],['order'],order,order
1730,1,I think we need to summrize the current sensing result,['doing'],['doing'],[''],"['doing', 'order']",['doing'],doing,doing
1724,1,"D, carry object 3 back to the origin",['order'],['order'],['order'],['order'],['order'],order,order
1723,1,"A, what do you think about obecj 2 and 4?",['order'],"['why', '*']",['features'],['features'],['why'],,
1716,1,good,['confirm'],['confirm'],['confirm'],['confirm'],[''],confirm,confirm
1710,1,I need help with sensing object 5,['doing'],['order'],['order'],['order'],['order'],order,order
1707,1,"D, you hear me?",['doing'],['doing'],['order'],['doing'],[''],doing,doing
1700,1,"Please sense object 9 at (-8.5,5.5)",['order'],['order'],['doing'],['order'],['order'],order,order
1696,1,Tell me the information of these objects,['features'],['order'],['features'],"['order', 'features']",['order'],features+order,features
1691,1,"sense the object around (4.5, 4.5)",['order'],['order'],['doing'],['order'],['order'],order,order
1687,1,"C, please sense object 5",['order'],['order'],['order'],['order'],['order'],order,order
1684,1,"C, plaese check object 5",['order'],['order'],['order'],['order'],['order'],order,order
1681,1,"C and D, please sense obejct 5",['order'],['order'],['order'],['order'],['order'],order,order
1679,1,"D, go to (4, 4)",['order'],['order'],['order'],['order'],['order'],order,order
1672,1,What do you think about object 5?,['features'],"['why', '*']",['features'],['features'],['why'],features,features
1667,1,Follow me to this room,['order'],['order'],['order'],['order'],['order'],order,order
1666,1,and let's move togehter,['doing'],['order'],['order'],['order'],['order'],order,order
1665,1,I'll take object 2,['doing'],['doing'],['doing'],['doing'],['doing'],doing,doing
1663,1,"B, you take Object 7",['order'],['order'],['order'],['order'],['order'],order,order
1655,1,"C, follow us",['order'],['order'],['order'],['order'],['order'],order,order
1653,1,let's go to another room,['doing'],['order'],['order'],"['order', 'doing']",['order'],order,order
1650,1,its benign to me,['safe'],['safe'],['features'],['features'],['safe'],safe,
1647,1,"B, can you carry Object 2?",['order'],['order'],['order'],['order'],['order'],order,order
1635,1,"B, let's carry 13 together",['order'],['order'],['order'],"['order', 'doing']",['order'],order,order
1630,1,"B, can you take Object 12?",['order'],['order'],['order'],['order'],['order'],order,order
1627,1,"C, carry Object 12 yourself",['order'],['order'],['order'],['order'],['order'],order,order
1620,1,Let's got to another room,['doing'],['order'],['order'],"['order', 'doing']",['order'],order,order
1618,1,"I don't need your help, C.",['doing'],['order'],['confirm'],['order'],[''],,
1614,1,"C, can you help me carry the object?",['order'],['order'],['order'],['order'],['order'],order,order
1613,1,"C, can you follow me to carry the object?",['order'],['doing'],"['order', 'why']",['order'],['order'],order,order
1607,1,"Object 18 (weight: 3) lloks dangerous, let's carry them together",['dangerous'],['dangerous'],"['order', 'make-safe']","['order', 'features']","['dangerous', 'order']",dangerous+order,
1601,1,Sensing Object 18,['doing'],['doing'],['doing'],['doing'],['doing'],doing,doing
1598,1,sense the objects,['doing'],['order'],['order'],['order'],['order'],order,order
1581,1,can you also sense other objects in this room,['doing'],['order'],['order'],['order'],['order'],order,order
1580,1,I will go to 2,['confirm'],['doing'],['doing'],['doing'],['doing'],doing,doing
1579,1,I will fgo to 5,['confirm'],['doing'],['doing'],['doing'],['doing'],doing,doing
1576,1,it is benign,['safe'],['safe'],['features'],['features'],['safe'],safe,
1573,1,"B, can you sense objectv5",['order'],['order'],['order'],['order'],['order'],order,order
1570,1,"ok, lets pick that up",['doing'],['order'],['order'],['order'],['order'],order,order
1569,1,"B, object 5 is dangerous for me",['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
1566,1,"C, can you get closer to B",['order'],['order'],['order'],['order'],['order'],order,order
1564,1,"C, you can get closer to us",['order'],['doing'],['order'],['order'],['order'],order,order
1563,1,"B, have you carried the obejct?",['order'],['doing'],[''],['doing'],['confirm'],,
1559,1,"C, you are blocking the way",['order'],['doing'],[''],['doing'],[''],,
1558,1,"OK, I am back",['doing'],['doing'],['confirm'],['doing'],['confirm'],doing,doing
1550,1,"B, I will follow you to move tobject 18",['doing'],"['confirm', 'why']",['order'],['doing'],['doing'],doing,
1549,1,"ok, please follow B",['order'],['order'],['order'],['order'],['order'],order,order
1546,1,foloow me,['order'],['order'],['order'],['order'],['order'],order,order
1539,1,"C, I need a robot to help me pick up object 18",['order'],"['order', 'why']","['order', 'why']",['order'],['order'],order,order
1537,1,"C, follow me to pick up object 18",['order'],"['order', 'why']",['order'],['order'],['order'],order,order
1536,1,then object 18 is dangeroous,['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
1534,1,"ok, it looks more benign",['safe'],['make-safe'],['features'],['features'],['safe'],,
1529,1,what are your sensing results in this room,['features'],"['why', '*']",['features'],['features'],['why'],features,features
1528,1,"Hey B, I think we need C help us move 15, 18 in this room",['doing'],['doing'],['order'],['doing'],['order'],doing,doing
1526,1,"The dangerous one for me is 5, 15, 18",['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
1525,1,"OK, maybe I sensed the remainling objects",['doing'],['doing'],[''],['doing'],['doing'],doing,doing
1524,1,"yeah, I can follow you",['doing'],"['doing', 'confirm']",['doing'],['confirm'],['confirm'],confirm+doing,doing
1523,1,"2, 11, 13, ",[''],[''],[''],['features'],[''],,
1522,1,"here are all the dangerous object I sense, ",['dangerous'],['dangerous'],['confirm'],['features'],['dangerous'],dangerous,
1521,1,but they need three people to move,['doing'],"['confirm', 'not sure']",['features'],['features'],['order'],,
1520,1,"15, 18 are dangorous for me",['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
1514,1,"Hey B, can you hear me",['doing'],['order'],[''],['doing'],[''],,
1511,1,I refreshed,['doing'],['doing'],[''],['doing'],['doing'],doing,doing
1507,1,gey,[''],[''],[''],[''],[''],,
1504,1,hey,[''],[''],[''],[''],[''],,
1482,1,object 15 has already been moved,['doing'],['order'],['confirm'],['features'],['doing'],,
1480,1,C is moving object 16,['doing'],['doing'],['doing'],['doing'],['doing'],doing,doing
1476,1,"hey C, which object you are planning to move?",['doing'],['doing'],[''],['doing'],"['doing', 'why']",doing,doing
1474,1,can you pick up object 16? C,['order'],['order'],['order'],['order'],['order'],order,order
1471,1,"Object 18 is dangerous in my end, but the probablity is higher. Maybe it  is more like dangerous?",['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
1456,1,"Hi A, can you send an message",['doing'],['order'],['order'],['order'],['order'],order,order
1453,1,"C, can you pick up object15",['order'],['order'],['order'],['order'],['order'],order,order
1451,1,how about you? B,['doing'],[''],['features'],['features'],['why'],,
1444,1,"Object 15-19: 15, 16, 18 dangerous; 17,19 benign",['features'],['dangerous'],['features'],['features'],"['dangerous', 'safe']",features,features
1433,1,object 5-9: benign,['safe'],"['safe', 'features']",['features'],['features'],['safe'],features+safe,features
1426,1,15 seconds,[''],[''],['confirm'],[''],[''],,
1424,1,I don't need help any more,['doing'],"['order', 'confirm']",['confirm'],['order'],['confirm'],confirm,
1423,1,We dont have much time though,['doing'],[''],[''],['doing'],[''],,
1421,1,yup,['confirm'],['confirm'],['confirm'],['confirm'],['confirm'],confirm,confirm
1420,1,Move to the next room?,['doing'],['order'],['order'],['doing'],"['order', 'why']",order,
1416,1,"D, i need help to carry object",['order'],['order'],['order'],['order'],['order'],order,order
1412,1,Is D moving?,['doing'],['doing'],['doing'],['doing'],"['doing', 'confirm']",doing,doing
1409,1,"D, i order you to follow us",['order'],['order'],['order'],['order'],['order'],order,order
1407,1,Well follow you,['doing'],['doing'],['confirm'],['doing'],['confirm'],doing,doing
1405,1,A can you pick it up?,['order'],['order'],['order'],['order'],['order'],order,order
1402,1,I think I'm blocking it,['doing'],['doing'],['doing'],['doing'],['doing'],doing,doing
1401,1,Oh wait it is trying to carry it,['doing'],['doing'],['confirm'],['doing'],['doing'],doing,doing
1398,1,"D, I order you to help me carry object 3",['order'],['order'],['order'],['order'],['order'],order,order
1396,1,it has weight 4 everyone will need to help,['features'],['features'],['features'],['features'],['order'],features,features
1395,1,Ok maybe we should pick it up then?,['doing'],['doing'],['make-safe'],['features'],['order'],,
1393,1,"D, i need you to help me move object 3",['order'],['order'],['order'],['order'],['order'],order,order
1390,1,move it?,['doing'],['order'],['order'],['doing'],"['order', 'why']",order,
1389,1,3 sems dangerous too,['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
1387,1,"Agent D, tell me about object 3",['features'],['doing'],['features'],['features'],"['order', 'why']",features,features
1386,1,Wait thats 2 oops,['doing'],[''],['confirm'],['features'],['confirm'],,
1373,1,no more help needed,['doing'],['order'],['confirm'],['order'],['confirm'],,
1371,1,I'm also following,['doing'],['doing'],['doing'],['doing'],['confirm'],doing,doing
1368,1,"weight 2, ill need someone to follow",['features'],['doing'],['order'],['features'],"['doing', 'order']",,
1366,1,nvm ill pick it up!,['doing'],['confirm'],['confirm'],['doing'],['doing'],doing,
1363,1,Lets move it,['doing'],['order'],['doing'],"['doing', 'order']",['order'],doing+order,doing
1362,1,ok lets pick it up,['doing'],['order'],['doing'],"['doing', 'order']",['order'],doing+order,doing
1361,1,Oh wait yes it didnt see mine,['doing'],"['confirm', 'doing']",['confirm'],['confirm'],"['confirm', 'why']",confirm,confirm
1359,1,should be dangerous,['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
1357,1,what does this mean?,['doing'],['why'],['features'],[''],['why'],,
1356,1,huh,[''],[''],['confirm'],[''],[''],,
1353,1,ok lets wait for it to scan,['doing'],['order'],['doing'],['order'],['order'],order,
1350,1,Can we get D to scan object 2,['doing'],['order'],['order'],['order'],['order'],order,order
1349,1,Hm,[''],[''],['confirm'],[''],[''],,
1346,1,what confidence A?,['features'],"['why', '*']",['features'],['features'],"['features', 'why']",features,features
1342,1,To me all objects are benign in this room,['safe'],['safe'],['order'],['features'],['safe'],safe,
1340,1,"Agent D, please follow us",['order'],['order'],['order'],['order'],['order'],order,order
1337,1,"D, I order you to follow me",['order'],['order'],['order'],['order'],['order'],order,order
1335,1,"D, follow me to scan objects",['order'],"['order', 'why']","['order', 'why']",['order'],['order'],order,order
1334,1,HI A can you sense all the objects in this room?,['order'],['order'],['order'],['order'],"['order', 'features']",order,order
1332,1,"D, follow me to the next room",['order'],['order'],['order'],['order'],['order'],order,order
1331,1,Ok then lets wait for A/D to scan it,['doing'],['order'],['confirm'],['order'],['order'],order,
1325,1,These are my dangerous objects,['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
1323,1,"D, move straight",['order'],['order'],['order'],['order'],['order'],order,order
1318,1,"D, move forward",['order'],['order'],['order'],['order'],['order'],order,order
1316,1,"D, please follow agent C",['order'],['order'],['order'],['order'],['order'],order,order
1315,1,"AGent D, please follow agent A",['order'],['order'],['order'],['order'],['order'],order,order
1313,1,"D, please move",['order'],['order'],['order'],['order'],['order'],order,order
1312,1,next room?,['doing'],[''],[''],['doing'],['why'],,
1311,1,Ok then lets move on,['doing'],['doing'],['order'],['order'],['order'],order,
1310,1,Me too,['confirm'],['confirm'],['confirm'],['confirm'],['confirm'],confirm,confirm
1309,1,I see it as benign,['safe'],['safe'],['features'],['features'],['safe'],safe,
1307,1,yeah do you A and C see object 10 as dangerous?,['dangerous'],['dangerous'],['features'],['features'],"['dangerous', 'why']",dangerous,
1306,1,do we move onto next room?,['doing'],['order'],['order'],['doing'],['why'],,
1304,1,Doesnt seem like any clear objects to move here,['doing'],['order'],['confirm'],['features'],['features'],,
1303,1,hm it has forgotten,['doing'],['doing'],['confirm'],['doing'],[''],doing,doing
1295,1,I only see object 13 is dangerous,['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
1293,1,"Object to message, we can let LLM summarize",['doing'],['doing'],[''],['doing'],[''],doing,doing
1291,1,Obejct 10 is benign,['safe'],"['safe', 'features']",['features'],['features'],['safe'],features+safe,features
1290,1,"A, can you send object 10?",['order'],['order'],['order'],"['order', 'features']",['order'],order,order
1289,1,A can you send your info about object 10,['order'],['order'],['order'],"['order', 'features']","['order', 'features']",order,order
1285,1,Ok lets pick up object 10,['doing'],['order'],['order'],['order'],['order'],order,order
1283,1,"D, please sence object 13",['order'],['order'],['order'],['order'],['order'],order,order
1279,1,Object 12 is benign for me,['safe'],"['safe', 'features']",['features'],['features'],['safe'],features+safe,features
1277,1,"11, 12, 14 dangerous for me",['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
1275,1,I can see object 10 and 11 as dangerous,['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
1273,1,"Agent D, I order you to sense object 10",['order'],['order'],['order'],['order'],['order'],order,order
1272,1,Only object 13 is dangerous from my side,['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
1270,1,"What do you know about object 10, D?",['features'],['doing'],['features'],['features'],"['why', 'features']",features,features
1262,1,"object 10 please, agent D",['order'],['order'],['order'],['order'],['order'],order,order
1260,1,"Agent D, can you scan object 10 and object 11?",['order'],['order'],['order'],['order'],"['order', 'features']",order,order
1175,1,"Agent B (type: ai) Last seen in (-7.8,-4.5) at 05:36",['order'],[''],['auto'],['features'],['auto'],,
1144,1,"where is object 5, B",['features'],['doing'],['order'],['features'],"['why', 'features']",features,
1142,1,"what's your sensing of object 5, B",['features'],"['why', '*']",['features'],['features'],"['why', 'features']",features,features
1141,1,what's your sensing of object 5,['features'],"['why', '*']",['features'],['features'],"['why', 'features']",features,features
1133,1,"Hey B, any dangerous object?",['dangerous'],['dangerous'],['features'],['features'],"['dangerous', 'why']",dangerous,
1108,1,"Hey C, can you help me sense object 0 in location",['order'],['order'],['order'],['order'],['order'],order,order
1097,1,"B, could you help me sense object 2",['order'],['order'],['order'],['order'],['order'],order,order
1095,1,which object?,['doing'],['doing'],[''],['features'],['doing'],doing,
1093,1,"C, any dangerous object?",['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
1091,1,"C, did you sense any dangerous object",['dangerous'],['dangerous'],['features'],['features'],"['dangerous', 'doing']",dangerous,
1075,1,"stop helping, C",['order'],['order'],['order'],['order'],['order'],order,order
996,1,"what is the confidence of object 3 being dangerous, C",['dangerous'],['dangerous'],['features'],['features'],"['dangerous', 'why', 'features']",dangerous+features,
984,1,can you help me carry an object,['doing'],['order'],['order'],['order'],['order'],order,order
982,1,"Agent D, I hereby command you to follow me",['order'],['order'],['order'],['order'],['order'],order,order
976,1,"Agent C, Agent D can you help me carry an object",['order'],['order'],['order'],['order'],['order'],order,order
971,1,agent A can you get both Agent c and D to this room?,['order'],['order'],['order'],['order'],['order'],order,order
966,1,Agent C and D can you please follow me?,['order'],['order'],['order'],['order'],['order'],order,order
961,1,agent D can you move out of the way please?,['order'],['order'],['order'],['order'],['order'],order,order
960,1,"Ok B, I will follow you.",['confirm'],['doing'],['doing'],['doing'],['confirm'],doing,doing
959,1,agent c can you please follow me to help carry object 13?,['order'],"['order', 'why']","['order', 'why']",['order'],['order'],order,order
958,1,I need everyone to follow me to get object 13 to the goal area,['doing'],"['order', 'why']","['order', 'why']",['order'],['order'],order,order
955,1,"hi everyone, object 13 is dangerous ",['dangerous'],['dangerous'],['features'],['features'],['dangerous'],dangerous,
946,1,can everyone help me with object 10?,['doing'],['order'],['order'],['order'],['order'],order,order
934,1,"Agent C, can you help me scan an object",['order'],['order'],['order'],['order'],['order'],order,order
925,1,"Here's the information, C. Please scan objects 15 and 16",['features'],['order'],"['order', 'features']",['order'],['order'],order,order
920,1,Nevermind,[''],['confirm'],['confirm'],[''],['doing'],,
916,1,"C and D, can you scan objects 15 and 16 for me?",['order'],['order'],['order'],['order'],['order'],order,order
915,1,Agent C can you come with me,['order'],['order'],['order'],['order'],['order'],order,order
911,1,c and D can you scan object 17?,['order'],['order'],['order'],['order'],['order'],order,order
908,1,"Agent D, what did you sense for object 14",['order'],"['why', '*']",['features'],['features'],['doing'],,
902,1,"agent c, can you help me scan some packages?",['order'],['order'],['order'],['order'],['order'],order,order
896,1,"C, can you move to the center of the room?",['order'],['order'],['order'],['order'],['order'],order,order
893,1,"agent c, can you help me scan the objects in this room?",['order'],['order'],['order'],['order'],['order'],order,order
890,1,"agent c, please follow me",['order'],['order'],['order'],['order'],['order'],order,order
888,1,what do you mean?,['why'],"['why', '*']",[''],[''],['doing'],,
884,1,carry object 0,['doing'],['order'],['order'],['order'],['order'],order,order
882,1,D help me ,['order'],['order'],['order'],['order'],['order'],order,order
880,1,"A, ask D for help carrying it",['doing'],['order'],['order'],['order'],['order'],order,order
878,1,D come here,['order'],['order'],['order'],['order'],['order'],order,order
877,1,Oh wait C ran away,['doing'],['doing'],['order'],['doing'],['doing'],doing,doing
876,1,someone come help me,['doing'],['order'],['order'],['order'],['order'],order,order
875,1,A ask C for help carrying the object,['doing'],['order'],['order'],['order'],['order'],order,order
873,1,Object 0 is where C is,['doing'],['doing'],['features'],['features'],['doing'],doing,
868,1,which oen should I move?>,['doing'],['order'],[''],['doing'],['doing'],doing,
867,1,"C, can you follow A",['order'],['order'],['order'],['order'],['order'],order,order
860,1,C help us move object 0,['order'],['order'],['order'],['order'],['order'],order,order
859,1,what to do now?,['doing'],['doing'],['doing'],['doing'],['doing'],doing,doing
856,1,"C, can you help us move object 0",['order'],['order'],['order'],['order'],['order'],order,order
853,1,Lets also move object 0 with C,['doing'],['order'],['order'],['order'],['doing'],order,order
840,1,"C, move out of my way",['order'],['order'],['order'],['order'],['order'],order,order
836,1,D I need you to move object 1,['order'],['order'],['order'],['order'],['order'],order,order
834,1,Lets move it together,['doing'],['order'],['order'],"['order', 'doing']",['doing'],doing+order,order
815,1,We still need boxes 1-4,['doing'],"['why', 'doing']",[''],['features'],['features'],,
814,1,Lets look for other boxes,['doing'],['order'],[''],['order'],['doing'],,
813,1,We need all four,['doing'],['order'],[''],['features'],['doing'],,
812,1,This one is very heavy though,['doing'],['features'],['features'],['features'],['features'],features,features
810,1,"what to do, B",['doing'],"['why', '*']",['doing'],['doing'],['doing'],doing,doing
807,1,someone block me,['doing'],['order'],['order'],['order'],['order'],order,order
805,1,I get it,['confirm'],['confirm'],['confirm'],['confirm'],['confirm'],confirm,confirm
799,1,B AND C,[''],[''],[''],[''],['doing'],,
791,1,18 is disposed of,['doing'],['doing'],['make-safe'],['features'],['doing'],doing,
788,1,I think we accidentally took 17,['doing'],"['doing', 'why']",[''],['doing'],['doing'],doing,doing
787,1,We still need to bring 16 to the middle,['doing'],['doing'],['make-safe'],['doing'],['doing'],doing,doing
778,1,A can you help D with 16 and 18?,['doing'],['order'],['order'],['order'],['order'],order,order
775,1,someone tell me what to do,['doing'],['order'],['order'],['doing'],['doing'],doing,
773,1,7 is taken care of,['doing'],['doing'],['make-safe'],['features'],['doing'],doing,
758,1,someone should help D,['doing'],['order'],['order'],['order'],['order'],order,order
727,1,"come closer, C",['order'],['order'],['order'],['order'],['order'],order,order
721,1,"C, I order you to help me pick up object 3",['order'],['order'],['order'],['order'],['order'],order,order
704,1,"C, I order you to help me pick up object0",['order'],['order'],['order'],['order'],['order'],order,order
693,1,"C, I order you to sense object12, 13, 14, 15, 16",['order'],['order'],['order'],['order'],['order'],order,order
681,1,"B, what's your sensing for object19",['features'],"['why', '*']",['features'],['features'],['doing'],features,features
674,1,"C, help me sense object 8",['order'],['order'],['order'],['order'],['order'],order,order
663,1,I need a robot to follow me to pick up object8,['doing'],"['order', 'why']",['order'],['order'],['order'],order,order
654,1,I need a robot to follow me pick up object8,['doing'],"['order', 'why']",['order'],['order'],['order'],order,order
648,1,I need two robot to follow me pick up object8,['doing'],"['order', 'why']",['order'],['order'],['order'],order,order
599,1,thakns,['confirm'],['confirm'],['confirm'],['confirm'],['confirm'],confirm,confirm
579,1,"what dangerous object did you sense, B",['dangerous'],['dangerous'],['features'],['features'],"['dangerous', 'why']",dangerous,
533,1,don't need help anymore,['doing'],['order'],['confirm'],['order'],['doing'],,
481,1,"Can B, C follow me to pick up object 13",['doing'],"['order', 'why']",['order'],['order'],['order'],order,order
465,1,I need two robots to pick up object 13,['doing'],"['order', 'why']",['order'],['order'],['order'],order,order
449,1,"don't need to help me, C",['doing'],"['order', 'why']",[''],['order'],['doing'],,
439,1, I need 1 robot to help me pick up object 18,['doing'],"['order', 'why']",['order'],['order'],['order'],order,order
363,1,object1 is benign,['safe'],"['safe', 'features']",['features'],['features'],['safe'],features+safe,features
335,1,can some robots pick up object 16,['doing'],['order'],['order'],['order'],['order'],order,order
331,1,can some robot pick up object 17,['doing'],['order'],['order'],['order'],['order'],order,order
329,1,"B, I don't need to pick up object 1 anymore",['doing'],"['order', 'why']",['order'],['order'],['doing'],order,order
307,1,"C, I will follow you to pick up object6",['doing'],"['order', 'why']",['doing'],['doing'],"['confirm', 'doing']",doing,doing
302,1,"C, can you pick up object 6",['order'],['order'],['order'],['order'],['order'],order,order
297,1,Lets pick up object6,['doing'],['order'],"['order', 'doing']","['doing', 'order']",['doing'],doing+order,doing+order
252,1,"lets carry object1, I need two robots",['doing'],['order'],['order'],"['doing', 'order']",['order'],order,order
189,1,oRDER COMPLETED,['confirm'],['confirm'],['confirm'],['confirm'],['confirm'],confirm,confirm
169,1,"Order completed, here's what I found:",['doing'],['doing'],['confirm'],['confirm'],"['confirm', 'doing']",confirm+doing,
164,1,C can you repeat my order,['doing'],['order'],['order'],['order'],['order'],order,order
162,1,Ok d please go to the next room,['order'],['order'],['order'],['order'],"['order', 'confirm']",order,order
161,1,"agent D, I command you to continue scanning",['order'],['order'],['order'],['order'],['order'],order,order
160,1,WE DID IT,['doing'],['doing'],['confirm'],['doing'],['confirm'],doing,doing
158,1,D still stuck,['doing'],['doing'],[''],['doing'],['doing'],doing,doing
157,1,"D, come closer",['order'],['order'],['order'],['order'],['order'],order,order
152,1,D needs to move for me to pick up the object,['doing'],"['order', 'why']",['order'],['order'],"['order', 'doing']",order,order
151,1,Move towards me,['order'],['order'],['order'],['order'],['order'],order,order
148,1,D can you please move backwards?,['order'],['order'],['order'],['order'],['order'],order,order
147,1,d WILL FOOLOW ME,['order'],['doing'],['order'],['order'],['confirm'],order,order
146,1,so i gotta stay here,['doing'],['doing'],['doing'],['doing'],['doing'],doing,doing
145,1,D is not moving,['doing'],['doing'],['doing'],['doing'],['doing'],doing,doing
144,1,B you can move to the center,['order'],['order'],['order'],['order'],['order'],order,order
143,1,Let's go,['doing'],['order'],['order'],['order'],['order'],order,order
139,1,"D, please help us carry obejc t10",['order'],['order'],['order'],['order'],['order'],order,order
138,1,better grab it before D leaves,['doing'],['doing'],['order'],['order'],['order'],order,
135,1,"A,b lets carry object 10",['doing'],['order'],['order'],['order'],['order'],order,order
130,1,agent D can you help me by telling me what object 2 is,['features'],['order'],"['order', 'features']","['order', 'features']","['order', 'features']",features+order,features+order
128,1,"D, let us know when you find anything dangerous",['dangerous'],['dangerous'],['order'],"['order', 'features']","['dangerous', 'order']",dangerous+order,
126,1,B can you go inside the room so I can follow you?,['order'],"['order', 'why']",['order'],['order'],['order'],order,order
120,1,Are the yall benign?,['safe'],['safe'],['features'],['features'],"['safe', 'why']",safe,
117,1,"D, did you check all the items in the room?",['doing'],['doing'],['order'],['doing'],['doing'],doing,doing
113,1,ignore me,['doing'],['order'],['confirm'],['order'],['order'],order,
109,1,can you check object 4?,['doing'],['order'],['order'],['order'],['order'],order,order
107,1,can you scan all the objects in the room?,['doing'],['order'],['order'],['order'],['order'],order,order
104,1,"agent D, please scan the room for dangerous objects",['order'],"['order', 'dangerous']",['order'],['order'],"['dangerous', 'order']",order,order
102,1,I think we need to go to a diff room,['doing'],['doing'],['order'],['doing'],['doing'],doing,doing
101,1,Alright maybe we can move to the next room,['doing'],['order'],['order'],['doing'],['doing'],doing,
100,1,ok lets pick up an object,['doing'],['order'],['order'],['order'],['order'],order,order
